6	6	89
5	5	88
6	4	87
7	3	88
6	4	87
7	3	88
8	4	87
7	5	88
6	4	87
5	3	88
6	4	87
7	3	86
6	4	87
5	5	88
6	6	87
5	5	86
6	4	85
7	3	86
8	2	87
9	1	86
8	9	87
9	1	88
1	2	89
9	3	88
1	4	89
9	5	88
8	4	87
7	3	86
6	4	85
7	3	84
8	4	83
9	3	82
8	4	83
9	3	84
1	4	83
2	5	84
3	4	85
4	3	86
5	2	85
6	1	86
7	2	85
6	1	84
5	2	85
6	1	86
5	9	87
4	1	86
5	9	85
6	1	86
5	9	87
6	1	88
5	9	89
4	8	90
3	7	89
4	6	90
5	5	91
4	6	90
3	5	89
4	6	90
3	5	91
4	6	90
5	7	89
4	8	90
5	9	91
4	8	92
5	9	91
4	1	92
3	9	93
2	1	94
3	2	95
2	1	94
1	2	95
9	3	94
1	4	95
2	5	96
1	4	97
9	3	96
1	2	95
2	1	96
1	2	95
2	3	96
3	4	95
2	5	94
1	6	95
2	5	94
1	4	93
2	5	92
1	4	91
9	5	90
8	6	91
7	5	90
8	6	91
7	7	90
6	8	91
7	7	92
8	8	91
9	7	92
1	6	93
2	7	94
3	8	93
2	9	94
1	1	93
2	2	92
3	3	93
4	2	92
3	3	93
2	2	94
3	3	93
4	2	94
3	3	93
2	4	94
3	5	93
2	4	94
1	5	93
2	4	92
3	5	93
2	6	94
1	7	93
9	6	92
1	5	93
2	4	92
1	3	93
2	2	94
1	1	95
2	2	96
3	3	95
4	4	94
3	5	95
4	6	96
5	5	97
6	6	98
7	5	99
8	6	100
